data,mes,om,anv,etapa,origem,destino,lat_origem,long_origem,lat_dest,long_dest,HORA_DEP,HORA_ARR,TEMPO_DE_VOO,SEGMTO,POUSOS,REAL,CAPOTA,LOCAL_1,QTD_1,LOCAL_2,QTD_2,1P,2P,NV,MC1,MC2,MC3,LM1,LM2,LM3,LM4,LM5,COM,MISSAO,D_N,OFRAG,ORGAO,PROGRAMA,SUBPROG,APLICACAO,COMB,OLEO,PAX_EMBARQ,PAX_DESEMB,PAX_LANCADO,CARGA_EMBARQ,CARGA_DESEMB,CARGA_LANCADA
18/jun.,JUN.,229,2800,6,SBTT,SBMN,-4.250,-69.93,-3.130,-3.130,12:25,15:25,03:00,1,1,02:50,,SBMN,1,,,PBO,ADR,,LUI,,,REG,ROM,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2345,0,0,0,0,1733,1733,0
18/jun.,JUN.,223,2803,7,SBBV,SWUQ,2.840,-60.68,2.836,2.836,14:10,15:00,00:50,1,1,00:40,,,,,,BEZ,DMD,,RDZ,,,MOA,STE,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,910,0,3,0,0,2832,2832,0
18/jun.,JUN.,223,2803,8,SWUQ,SBBV,2.836,-63.65,2.840,2.840,16:35,17:35,01:00,2,1,00:50,,SBBV,1,,,BEZ,DMD,,RDZ,,,MOA,STE,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,950,0,1,4,0,90,90,0
18/jun.,JUN.,223,2803,9,SBBV,SWBV,2.840,-60.68,4.004,4.004,19:15,20:20,01:05,3,1,,,,,,,ABQ,BEZ,,PTO,,,MOA,STE,LUS,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1050,0,11,11,0,3155,3155,0
18/jun.,JUN.,223,2803,10,SWBV,SBBV,4.004,-64.50,2.840,2.840,21:05,22:15,01:10,4,1,,,,,,,ABQ,BEZ,,PTO,,,MOA,STE,LUS,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1025,0,5,5,0,0,0,0
19/jun.,JUN.,223,2803,11,SBBV,SWBV,2.840,-60.68,4.004,4.004,13:20,14:25,01:05,1,1,,,,,,,ABQ,DMD,,PTO,,,MOA,STE,LUS,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1025,4,8,8,0,2820,2820,0
19/jun.,JUN.,223,2803,12,SWBV,SBBV,4.004,-64.50,2.840,2.840,17:05,18:20,01:15,2,1,01:00,,SBBV,1,,,ABQ,DMD,,PTO,,,MOA,STE,LUS,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1125,0,6,6,0,1192,1192,0
19/jun.,JUN.,223,2803,13,SBBV,SBMN,2.840,-60.68,-3.130,-3.130,19:50,21:40,01:50,3,1,01:40,,SBMN,1,,,DMD,ABQ,,PTO,,,MOA,STE,LUS,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1550,0,4,4,0,3342,3342,0
20/jun.,JUN.,230,2800,1,SBMN,SBBE,-3.130,-59.98,-1.400,-1.400,12:05,15:35,03:30,1,1,03:20,,SBBE,1,,,MQT,JOE,,LMA,,,REG,RBS,WND,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2650,0,4,4,0,833,833,0
20/jun.,JUN.,230,2800,2,SBBE,SBMN,-1.400,-48.45,-3.130,-3.130,17:05,20:15,03:10,2,1,03:00,,SBMN,1,,,JOE,MQT,,LMA,,,REG,RBS,WND,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2580,0,34,34,0,0,0,0
21/jun.,JUN.,233,2802,1,SBMN,SBMN,-3.130,-59.98,-3.130,-3.130,12:25,13:00,00:35,1,1,,,,,,,JAI,ELM,SAL,RUD,,,ARA,,,,,,05TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,700,0,0,0,0,0,0,0
21/jun.,JUN.,233,2802,2,SBMN,SBMN,-3.130,-59.98,-3.130,-3.130,13:25,13:55,00:30,2,1,,,,,,,JAI,ELM,SAL,RUD,,,ARA,,,,,,05TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,600,0,0,0,0,0,0,0
21/jun.,JUN.,233,2803,1,SBMN,SBMN,-3.130,-59.98,-3.130,-3.130,12:25,13:00,00:35,1,1,,,,,,,ADR,DMD,MDI,PTO,,,BLE,,,,,,05TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,675,0,0,0,0,0,0,0
21/jun.,JUN.,233,2803,2,SBMN,SBMN,-3.130,-59.98,-3.130,-3.130,13:25,13:55,00:30,2,1,,,,,,,ADR,DMD,MDI,PTO,,,BLE,,,,,,05TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,625,0,0,0,0,0,0,0
21/jun.,JUN.,232,2809,1,SBMN,SBGL,-3.130,-59.98,-22.800,-22.800,13:20,20:25,07:05,1,1,07:00,,SBGL,1,,,JOE,BEZ,,REI,,,BOR,MTO,MMA,,,,69TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,5500,0,17,17,0,144,144,0
21/jun.,JUN.,231,2800,1,SBMN,SBTT,-3.130,-59.98,-4.250,-4.250,12:15,14:55,02:40,1,1,02:30,,SBTT,1,,,PBO,MLO,,GAV,,,WIL,RBS,ROM,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2150,4,37,2,0,37,0,0
21/jun.,JUN.,231,2800,2,SBTT,SWEE,-4.250,-69.93,-4.524,-4.524,15:35,16:10,00:35,2,1,,,,,,,MLO,PBO,,GAV,,,WIL,RBS,ROM,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,630,0,0,35,0,0,37,0
21/jun.,JUN.,231,2800,3,SWEE,SBTT,-4.524,-71.56,-4.250,-4.250,17:05,17:40,00:35,3,1,00:30,,SBTT,1,,,PBO,MLO,,GAV,,,WIL,RBS,ROM,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,630,0,8,0,0,0,0,0
21/jun.,JUN.,231,2800,4,SBTT,SBMN,-4.250,-69.93,-3.130,-3.130,18:15,21:15,03:00,4,1,02:50,,SBMN,1,,,PBO,MLO,,GAV,,,WIL,RBS,ROM,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2625,0,3,11,0,9,9,0
22/jun.,JUN.,234,2803,1,SBMN,SBUA,-3.130,-59.98,-0.130,-0.130,12:25,14:40,02:15,1,1,,,,,,,BOD,BRA,,PTO,,,MOA,STE,WND,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,1875,1,9,4,0,4060,4,0
22/jun.,JUN.,234,2803,2,SBUA,SBYA,-0.130,-66.98,0.610,0.610,15:50,16:35,00:45,2,1,,,,,,,BRA,BOD,,PTO,,,MOA,STE,WND,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,750,0,0,5,0,0,4056,0
22/jun.,JUN.,234,2803,3,SBYA,SBUA,0.610,-69.20,-0.130,-0.130,17:50,18:35,00:45,3,1,,,,,,,BRA,BOD,,PTO,,,MOA,STE,WND,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,775,0,6,2,0,1064,770,0
22/jun.,JUN.,234,2803,4,SBUA,SBMN,-0.130,-66.98,-3.130,-3.130,19:30,21:45,02:15,4,1,02:00,,SBMN,1,,,BOD,BRA,,PTO,,,MOA,STE,WND,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,1850,0,8,12,0,8,302,0
23/jun.,JUN.,235,2802,1,SBMN,SBBE,-3.130,-59.98,-1.400,-1.400,12:20,15:55,03:35,1,1,03:25,,SBBE,1,,,MDI,ELM,,ALE,RDZ,,LUS,RBS,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2763,3,16,16,0,260,260,0
23/jun.,JUN.,235,2802,2,SBBE,SBMN,-1.400,-48.45,-3.130,-3.130,17:30,20:45,03:15,2,1,03:05,,SBMN,1,,,ELM,MDI,,ALE,RDZ,,LUS,RBS,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2507,0,4,4,0,1292,1292,0
25/jun.,JUN.,236,2803,1,SBMN,SBBV,-3.130,-59.98,2.840,2.840,11:05,12:50,01:45,1,1,,,SBBV,1,,,MQT,DMD,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,1500,0,3,3,0,718,718,0
26/jun.,JUN.,236,2803,2,SBBV,SWUQ,2.840,-60.68,2.836,2.836,14:00,14:50,00:50,1,1,,,,,,,DMD,ELM,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,830,4,2,2,0,2917,2917,0
26/jun.,JUN.,236,2803,3,SWUQ,SBBV,2.836,-63.65,2.840,2.840,17:25,18:15,00:50,2,1,,,SBBV,1,,,DMD,ELM,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,800,0,0,0,0,246,246,0
27/jun.,JUN.,237,2800,1,SBMN,SWOW,-3.130,-59.98,-1.463,-1.463,13:00,13:45,00:45,1,1,,,,,,,CSI,MLO,,RUD,,,FAB,ROM,,,,,69TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,800,0,6,6,0,1757,1757,0
27/jun.,JUN.,237,2800,2,SWOW,SBMN,-1.463,-61.63,-3.130,-3.130,20:05,20:45,00:40,2,1,,,,,,,MLO,CSI,,RUD,,,FAB,ROM,,,,,69TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,800,0,6,6,0,738,738,0
27/jun.,JUN.,236,2803,4,SBBV,SWUQ,2.840,-60.68,2.836,2.836,18:20,19:10,00:50,1,1,,,,,,,ELM,DMD,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,950,0,1,0,0,3200,3200,0
27/jun.,JUN.,236,2803,5,SWUQ,SBBV,2.836,-63.65,2.840,2.840,21:10,22:00,00:50,2,1,,,SBBV,1,,,ELM,DMD,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,900,0,0,1,0,0,0,0
28/jun.,JUN.,238,2800,1,SBMN,SBBE,-3.130,-59.98,-1.400,-1.400,12:00,15:15,03:15,1,1,03:05,,SBBE,1,,,HON,BRA,,RUD,DCP,,LUS,ROM,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2669,0,2,2,0,166,166,0
28/jun.,JUN.,238,2800,2,SBBE,SNOX,-1.400,-48.45,-1.716,-1.716,16:45,18:45,02:00,2,1,01:50,,SNOX,1,,,BRA,HON,,RUD,DCP,,LUS,ROM,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,1838,0,9,2,0,1481,10,0
28/jun.,JUN.,238,2800,3,SNOX,SBMN,-1.716,-55.84,-3.130,-3.130,19:55,21:15,01:20,3,1,01:10,,SBMN,1,,,HON,BRA,,RUD,DCP,,LUS,ROM,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,1194,0,12,19,0,0,1471,0
28/jun.,JUN.,236,2803,6,SBBV,SBBV,2.840,-60.68,2.840,2.840,13:05,14:45,01:40,1,1,,,SBBV,1,,,DMD,ELM,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,1500,0,1,1,0,480,480,0
28/jun.,JUN.,236,2803,7,SBBV,SWUQ,2.840,-60.68,2.836,2.836,17:50,18:50,01:00,2,1,,,,,,,DMD,ELM,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,940,0,6,6,0,2400,2400,0
28/jun.,JUN.,236,2803,8,SWUQ,SBBV,2.836,-63.65,2.840,2.840,20:45,21:35,00:50,3,1,,,SBBV,1,,,DMD,ELM,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,860,0,0,0,0,0,0,0
29/jun.,JUN.,239,2800,1,SBMN,SBTT,-3.130,-59.98,-4.250,-4.250,12:15,15:05,02:50,1,1,02:40,,SBTT,1,,,MAT,RAV,,GAV,,,STE,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2375,5,1,1,0,3800,470,0
29/jun.,JUN.,239,2800,2,SBTT,SWEE,-4.250,-69.93,-4.524,-4.524,16:35,17:15,00:40,2,1,,,,,,,RAV,MAT,,GAV,,,STE,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,750,0,1,1,0,450,3780,0
29/jun.,JUN.,239,2800,3,SWEE,SBTT,-4.524,-71.56,-4.250,-4.250,18:50,19:20,00:30,3,1,00:15,,SBTT,1,,,MAT,RAV,,GAV,,,STE,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,575,0,21,8,0,115,0,0
29/jun.,JUN.,239,2800,4,SBTT,ROTA,-4.250,-69.93,0.0,0.0,20:10,22:30,02:20,4,0,,,,,,,RAV,MAT,,GAV,,,STE,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,,,5,,,,,
29/jun.,JUN.,239,2800,4,ROTA,SBMN,0.0,0.0,-3.130,-3.130,22:30,23:10,00:40,5,1,,,SBMN,1,,,RAV,MAT,,GAV,,,STE,ADO,,,,,69TVNO,NOTURNO,,COMAE,PEO,SPMAS,FAB,2500,0,0,18,0,0,115,0
29/jun.,JUN.,236,2803,9,SBBV,SWUQ,2.840,-60.68,2.836,2.836,13:45,14:35,00:50,1,1,,,,,,,ELM,DMD,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,875,0,1,1,0,2880,2880,0
29/jun.,JUN.,236,2803,10,SWUQ,SBBV,2.836,-63.65,2.840,2.840,16:55,17:40,00:45,2,1,00:20,,SBBV,1,,,ELM,DMD,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,750,0,1,1,0,0,0,0
29/jun.,JUN.,236,2803,11,SBBV,SWUQ,2.840,-60.68,2.836,2.836,18:50,19:55,01:05,3,1,,,,,,,DMD,ELM,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,980,0,0,0,0,3050,3050,0
29/jun.,JUN.,236,2803,12,SWUQ,ROTA,2.836,-63.65,0.0,0.0,22:05,22:20,00:15,4,1,,,,,,,DMD,ELM,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,,,,,,2,,
29/jun.,JUN.,236,2803,12,ROTA,SBBV,0.0,0.0,2.840,2.840,22:20,22:55,00:35,5,1,00:35,,SBBV,1,,,DMD,ELM,,RDZ,,,MOA,RBS,,,,,69TVNO,NOTURNO,,COMAE,PAOE,SPAOE,COVID-19,850,0,0,0,0,0,2,0
30/jun.,JUN.,236,2803,13,SBBV,SWUQ,2.840,-60.68,2.836,2.836,14:05,15:10,01:05,1,1,,,,,,,DMD,ELM,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,1030,4,1,1,0,2800,2800,0
30/jun.,JUN.,236,2803,14,SWUQ,SBBV,2.836,-63.65,2.840,2.840,16:55,17:50,00:55,2,1,,,SBBV,1,,,ELM,DMD,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,820,0,7,7,0,60,60,0
30/jun.,JUN.,236,2803,15,SBBV,SBMN,2.840,-60.68,-3.130,-3.130,19:20,21:00,01:40,3,1,01:30,,SBMN,1,,,DMD,MQT,,RDZ,,,MOA,RBS,,,,,69TVDI,DIURNO,,COMAE,PAOE,SPAOE,COVID-19,1500,0,2,2,0,186,186,0
30/jun.,JUN.,240,2800,1,SBMN,SBTT,-3.130,-59.98,-4.250,-4.250,14:15,17:10,02:55,1,1,02:50,,SBTT,1,,,BRA,CSI,,LMA,,,STE,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2300,2,28,13,0,941,468,0
30/jun.,JUN.,240,2800,2,SBTT,SWEE,-4.250,-69.93,-4.524,-4.524,18:10,18:45,00:35,2,1,,,,,,,BRA,CSI,,LMA,,,STE,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,625,0,0,15,0,1425,1898,0
30/jun.,JUN.,240,2800,3,SWEE,SBTT,-4.524,-71.56,-4.250,-4.250,20:35,21:10,00:35,3,1,00:25,,SBTT,1,,,CSI,BRA,,LMA,,,STE,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,570,0,0,0,0,2878,2878,0
30/jun.,JUN.,240,2800,4,SBTT,ROTA,-4.250,-69.93,0.0,0.0,21:55,22:00,00:05,4,0,00:05,,,,,,CSI,BRA,,LMA,,,STE,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,,,,,,80,,
30/jun.,JUN.,240,2800,4,ROTA,ROTA,0.0,0.0,0.0,0.0,22:00,24:00,02:00,4,0,02:00,,,,,,CSI,BRA,,LMA,,,STE,ADO,,,,,69TVNO,NOTURNO,,COMAE,PEO,SPMAS,FAB,1675,0,0,0,0,0,0,0
01/jul.,JUL.,240,2800,5,ROTA,SBMN,0.0,0.0,-3.130,-3.130,00:00,00:55,00:55,1,1,00:55,,SBMN,1,,,CSI,BRA,,LMA,,,STE,ADO,,,,,69TVNO,NOTURNO,,COMAE,PEO,SPMAS,FAB,740,0,0,0,0,0,80,0
01/jul.,JUL.,242,2803,1,SBMN,SBMN,-3.130,-59.98,-3.130,-3.130,20:50,21:50,01:00,1,5,,,SBMN,2,,,ELM,CSI,,GAV,,,RBS,,,,,,01TVDI,DIURNO,,COMPREP,PRPO,SESQAE,,850,0,0,0,0,0,0,0
01/jul.,JUL.,241,2800,1,SBMN,SBUA,-3.130,-59.98,-0.130,-0.130,13:40,15:55,02:15,1,1,02:00,,SBUA,1,,,SAL,RAV,,PTO,,,MOA,LUS,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2075,2,3,3,0,4373,1188,0
01/jul.,JUL.,241,2800,2,SBUA,SBYA,-0.130,-66.98,0.610,0.610,17:05,18:05,01:00,2,1,,,,,,,RAV,SAL,,PTO,,,MOA,LUS,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,850,0,0,0,0,305,3490,0
01/jul.,JUL.,241,2800,3,SBYA,SBUA,0.610,-69.20,-0.130,-0.130,19:15,20:00,00:45,3,1,00:35,,SBUA,1,,,SAL,RAV,,PTO,,,MOA,LUS,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,750,0,3,0,0,300,300,0
01/jul.,JUL.,241,2800,4,SBUA,ROTA,-0.130,-66.98,0.0,0.0,20:50,22:30,01:40,4,0,01:35,,,,,,RAV,SAL,,PTO,,,MOA,LUS,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,,,8,,,,,
01/jul.,JUL.,241,2800,4,ROTA,SBMN,0.0,0.0,-3.130,-3.130,22:30,23:00,00:30,5,1,00:25,,SBMN,1,,,RAV,SAL,,PTO,,,MOA,LUS,,,,,69TVNO,NOTURNO,,COMAE,PEO,SPMAS,FAB,1600,0,0,11,0,0,0,0
02/jul.,JUL.,243,2800,1,SBMN,SBUA,-3.130,-59.98,-0.130,-0.130,12:20,14:30,02:10,1,1,02:00,,SBUA,1,,,ABQ,BRA,,PTO,,,STE,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,1875,4,1,0,0,4083,0,0
02/jul.,JUL.,243,2800,2,SBUA,SBYA,-0.130,-66.98,0.610,0.610,15:00,15:45,00:45,2,1,,,,,,,ABQ,BRA,,PTO,,,STE,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,750,0,0,1,0,38,4121,0
02/jul.,JUL.,243,2800,3,SBYA,SBUA,0.610,-69.20,-0.130,-0.130,16:45,17:30,00:45,3,1,00:35,,SBUA,1,,,BRA,ABQ,,PTO,,,STE,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,750,0,2,2,0,20,20,0
02/jul.,JUL.,243,2800,4,SBUA,SBMN,-0.130,-66.98,-3.130,-3.130,18:45,20:55,02:10,4,1,02:00,,,,,,BRA,ABQ,,PTO,,,STE,ADO,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,1925,0,4,4,0,1,1,0
02/jul.,JUL.,244,2803,1,SBMN,SBMQ,-3.130,-59.98,-0.050,-0.050,12:30,15:20,02:50,1,1,02:40,,SBMNQ,1,,,MQT,RAV,,GAV,,,MOA,MIC,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,2325,2,0,0,0,0,0,0
02/jul.,JUL.,244,2803,2,SBMQ,SBTS,-0.050,-51.11,2.220,2.220,17:30,19:00,01:30,2,1,,,,,,,RAV,MQT,,GAV,,,MOA,MIC,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1300,0,32,32,0,0,0,0
02/jul.,JUL.,244,2803,3,SBTS,ROTA,2.220,-55.93,0.0,0.0,20:10,21:20,01:10,3,0,01:05,,,,,,MQT,RAV,,GAV,,,MOA,MIC,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,,,36,,,790,,
02/jul.,JUL.,244,2803,3,ROTA,SBMQ,0.0,0.0,-0.050,-0.050,21:20,22:00,00:40,4,1,00:35,,SBMQ,1,,,MQT,RAV,,GAV,,,MOA,MIC,,,,,69TVNO,NOTURNO,,COMAE,PMC-EB,SPMC,EB,1600,0,0,36,0,0,790,0
02/jul.,JUL.,247,2800,1,SBMN,SBMN,-3.130,-59.98,-3.130,-3.130,22:10,23:10,01:00,1,5,00:20,,SBMN,2,,,JAI,CSI,,LMA,,,RBS,,,,,,01TVNO,NOTURNO,,COMPREP,PRPO,SESQAE,,875,0,0,0,0,0,0,0
03/jul.,JUL.,245,2800,1,SBMN,SBBE,-3.130,-59.98,-1.400,-1.400,12:35,16:05,03:30,1,1,03:20,,SBBE,1,,,LAU,MLO,,DNL,DCP,,LUS,ROM,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,2912,0,15,15,0,381,381,0
03/jul.,JUL.,245,2800,2,SBBE,SBSN,-1.400,-48.45,-2.420,-2.420,17:20,19:05,01:45,2,1,01:35,,SBSN,1,,,MLO,LAU,,DNL,DCP,,LUS,ROM,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,1475,0,3,3,0,500,500,0
03/jul.,JUL.,245,2800,3,SBSN,SBMN,-2.420,-54.78,-3.130,-3.130,20:15,21:45,01:30,3,1,01:20,,SBMN,1,,,LAU,MLO,,DNL,DCP,,LUS,ROM,,,,,69TVDI,DIURNO,,COMAE,PEO,SPMAS,FAB,1263,0,7,7,0,274,274,0
03/jul.,JUL.,244,2803,4,SBMQ,SBTS,-0.050,-51.11,2.220,2.220,11:20,12:50,01:30,1,1,01:20,,SBTS,1,,,RAV,MQT,,GAV,,,MOA,MIC,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1350,2,2,2,0,3941,3941,0
03/jul.,JUL.,244,2803,5,SBTS,SBMQ,2.220,-55.93,-0.050,-0.050,14:10,15:50,01:40,2,1,01:30,,SBMQ,1,,,MQT,RAV,,GAV,,,MOA,MIC,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1350,0,4,4,0,440,440,0
03/jul.,JUL.,244,2803,6,SBMQ,SBTS,-0.050,-51.11,2.220,2.220,17:30,19:10,01:40,3,1,01:30,,SBTS,1,,,RAV,MQT,,GAV,,,MOA,MIC,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1350,0,13,13,0,3846,3846,0
03/jul.,JUL.,244,2803,7,SBTS,ROTA,2.220,-55.93,0.0,0.0,20:30,21:50,01:20,4,0,01:15,,,,,,MQT,RAV,,GAV,,,MOA,MIC,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,,,5,,,,,
03/jul.,JUL.,244,2803,7,ROTA,SBMQ,0.0,0.0,-0.050,-0.050,21:50,22:10,00:20,5,1,00:15,,SBMQ,1,,,MQT,RAV,,GAV,,,MOA,MIC,,,,,69TVNO,NOTURNO,,COMAE,PMC-EB,SPMC,EB,1400,0,0,5,0,0,0,0
04/jul.,JUL.,232,2805,1,SBGL,SBGL,-22.800,-43.25,-22.800,-22.800,13:45,15:15,01:30,1,1,01:20,,SBGL,1,,,BEZ,JOE,,LUI,,,BOR,,,,,,17TVDI,DIURNO,EEXD 2805,V2,,,,1350,0,0,0,0,0,0,0
04/jul.,JUL.,244,2803,8,SBMQ,SBTS,-0.050,-51.11,2.220,2.220,12:10,13:45,01:35,1,1,01:30,,SBTS,1,,,RAV,MQT,,GAV,,,MOA,MIC,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1325,2,1,1,0,3040,3040,0
04/jul.,JUL.,244,2803,9,SBTS,SBMQ,2.220,-55.93,-0.050,-0.050,15:00,16:35,01:35,2,1,01:30,,SBMQ,1,,,MQT,RAV,,GAV,,,MOA,MIC,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,1325,0,1,1,0,345,345,0
04/jul.,JUL.,244,2803,10,SBMQ,SBMN,-0.050,-51.11,-3.130,-3.130,17:20,20:10,02:50,3,1,02:40,,SBMN,1,,,RAV,MQT,,GAV,,,MOA,MIC,,,,,69TVDI,DIURNO,,COMAE,PMC-EB,SPMC,EB,2350,0,1,1,0,0,0,0
05/jul.,JUL.,248,2802,1,SBMN,SBMN,-3.130,-59.98,-3.130,-3.130,20:40,21:40,01:00,1,4,00:50,,SBMN,1,,,DMD,ABQ,,PTO,,,MAI,,,,,,69TIDI,DIURNO,,COMPREP,PRPO,SESQAE,,875,0,0,0,0,0,0,0
05/jul.,JUL.,246,2803,1,SBMN,SBCC,-3.130,-59.98,-9.330,-9.330,12:15,14:35,02:20,1,1,02:10,,SBCC,1,,,FVA,GBR,,RDZ,,,ADO,RBS,,,,,69TVDI,DIURNO,,COMPREP,PRPO,SPREP,TTL HARPIA,1960,0,5,5,0,3424,3424,0
05/jul.,JUL.,246,2803,2,SBCC,SBMN,-9.330,-54.97,-3.130,-3.130,15:55,18:15,02:20,2,1,02:10,,SBMN,1,,,GBR,FVA,,RDZ,,,ADO,RBS,,,,,69TVDI,DIURNO,,COMPREP,PRPO,SPREP,TTL HARPIA,1925,2,0,0,0,0,0,0
05/jul.,JUL.,246,2803,3,SBMN,SBCC,-3.130,-59.98,-9.330,-9.330,19:20,21:35,02:15,3,1,02:05,,SBCC,1,,,SAL,MPL,,RUD,,,MOA,STE,,,,,69TVDI,DIURNO,,COMPREP,PRPO,SPREP,TTL HARPIA,1900,0,28,28,0,0,0,0
05/jul.,JUL.,246,2803,4,SBCC,ROTA,-9.330,-54.97,0.0,0.0,22:35,24:00,01:25,4,0,01:15,,,,,,MPL,SAL,,RUD,,,MOA,STE,,,,,69TVNO,NOTURNO,,COMPREP,PRPO,SPREP,TTL HARPIA,,,,,,,,
06/jul.,JUL.,246,2803,5,ROTA,SBMN,0.0,0.0,-3.130,-3.130,00:00,00:45,00:45,1,1,00:40,,SBMN,1,,,MPL,SAL,,RUD,,,MOA,STE,,,,,69TVNO,NOTURNO,,COMPREP,PRPO,SPREP,TTL HARPIA,1900,0,0,0,0,0,0,0
